Player,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,match_id,Team,Opp_Team,Patch,Map,Num_maps
Txozin,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,11.0,3.0,6684,paiN,IMP,1.12,MATCH,3
matheuzin,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,11.0,0.0,6684,paiN,IMP,1.12,MATCH,3
kon4n,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,5.0,2.0,6684,paiN,IMP,1.12,MATCH,3
Veroneze,10.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,62.0,0.0,0.0,6684,paiN,IMP,1.12,MATCH,3
rst,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,16.0,0.0,6684,IMP,paiN,1.12,MATCH,3
Evilkyk,6.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,52.0,0.0,4.0,6684,IMP,paiN,1.12,MATCH,3
tuyz,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,2.0,6684,IMP,paiN,1.12,MATCH,3
Biscoit1n,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,6684,IMP,paiN,1.12,MATCH,3
txddy,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,0.0,6684,IMP,paiN,1.12,MATCH,3
rst,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,47.0,9.0,0.0,4629,Mix,paiN,1.1,MATCH,3
Evilkyk,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,2.0,4629,Mix,paiN,1.1,MATCH,3
tuyz,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,4629,Mix,paiN,1.1,MATCH,3
Biscoit1n,10.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,0.0,1.0,4629,Mix,paiN,1.1,MATCH,3
txddy,5.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,1.0,5.0,4629,Mix,paiN,1.1,MATCH,3
murizzz,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,0.0,0.0,4629,paiN,Mix,1.1,MATCH,3
